mag,place,time,updated,tz,url,detail,felt,cdi,mmi,alert,status,tsunami,sig,net,code,ids,sources,types,nst,dmin,rms,gap,magType,type,title,lat,lon,depth,quake_id
1.73,"126 km WSW of Adak, Alaska",1716656926900,1716856557510,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139746,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139746.geojson,,,,,reviewed,0,46,av,93139746,",av93139746,",",av,",",origin,phase-data,",12.0,0.254,0.18,187.0,ml,earthquake,"M 1.7 - 126 km WSW of Adak, Alaska",51.588,-178.410833333333,7.49,av93139746
1.0,"84 km NNW of Karluk, Alaska",1716656523437,1716855562970,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246pqlh2v,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246pqlh2v.geojson,,,,,automatic,0,15,ak,0246pqlh2v,",av93139741,ak0246pqlh2v,",",av,ak,",",origin,phase-data,",,,0.16,,ml,earthquake,"M 1.0 - 84 km NNW of Karluk, Alaska",58.2368,-155.1447,37.0,ak0246pqlh2v
-0.43,"85 km NNW of Karluk, Alaska",1716656467960,1716856357450,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009059,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93009059.geojson,,,,,reviewed,0,0,av,93009059,",av93009059,",",av,",",origin,phase-data,",9.0,0.07581,0.14,79.0,ml,earthquake,"M -0.4 - 85 km NNW of Karluk, Alaska",58.2465,-155.133,32.76,av93009059
-0.5,"88 km NNW of Karluk, Alaska",1716656397100,1716856031120,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009054,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93009054.geojson,,,,,reviewed,0,0,av,93009054,",av93009054,",",av,",",origin,phase-data,",7.0,0.08445,0.17,101.0,ml,earthquake,"M -0.5 - 88 km NNW of Karluk, Alaska",58.2811666666667,-155.125833333333,35.6,av93009054
1.31,"16 km NE of Little Lake, CA",1716656226800,1716924128469,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40600071,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40600071.geojson,,,,,reviewed,0,26,ci,40600071,",ci40600071,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",22.0,0.006309,0.13,74.0,ml,earthquake,"M 1.3 - 16 km NE of Little Lake, CA",36.0266667,-117.7728333,2.12,ci40600071
0.7,"4 km NW of West Yellowstone, Montana",1716656046970,1716906264900,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80070306,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80070306.geojson,,,,,reviewed,0,8,uu,80070306,",uu80070306,",",uu,",",origin,phase-data,",10.0,0.07416,0.26,138.0,md,earthquake,"M 0.7 - 4 km NW of West Yellowstone, Montana",44.6921666666667,-111.1325,7.1,uu80070306
1.58,"18 km SSE of Glacier, Washington",1716655967930,1716930756820,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62008936,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw62008936.geojson,,,,,reviewed,0,38,uw,62008936,",uw62008936,",",uw,",",origin,phase-data,",5.0,0.1542,0.12,103.0,ml,other event,"M 1.6 Other Event - 18 km SSE of Glacier, Washington",48.739,-121.83416666666666,-0.5,uw62008936
0.9,"17 km SE of Dyer, Nevada",1716655667572,1716675948809,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878142,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00878142.geojson,,,,,reviewed,0,12,nn,00878142,",nn00878142,",",nn,",",origin,phase-data,",5.0,0.175,0.074,141.27999999999997,ml,earthquake,"M 0.9 - 17 km SE of Dyer, Nevada",37.5419,-117.9454,0.0,nn00878142
1.95,"4 km SSW of Comerío, Puerto Rico",1716655526830,1716656896170,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71450298,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71450298.geojson,,,,,reviewed,0,58,pr,71450298,",pr71450298,",",pr,",",origin,phase-data,",13.0,0.0585,0.11,90.0,md,earthquake,"M 2.0 - 4 km SSW of Comerío, Puerto Rico",18.1836666666667,-66.2431666666667,21.46,pr71450298
0.56,"84 km W of Adak, Alaska",1716654710510,1716854423140,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139716,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139716.geojson,,,,,reviewed,0,5,av,93139716,",av93139716,",",av,",",origin,phase-data,",7.0,0.05214,0.08,145.0,ml,earthquake,"M 0.6 - 84 km W of Adak, Alaska",51.8578333333333,-177.861,7.75,av93139716
2.3,"55 km S of Whites City, New Mexico",1716654588060,1716742370123,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kgep,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kgep.geojson,,,,,reviewed,0,81,tx,2024kgep,",tx2024kgep,",",tx,",",origin,phase-data,",13.0,0.0,0.2,76.0,ml,earthquake,"M 2.3 - 55 km S of Whites City, New Mexico",31.674,-104.417,6.4075,tx2024kgep
0.94,"6 km E of Hebgen Lake Estates, Montana",1716654312860,1716905045090,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80070301,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80070301.geojson,,,,,reviewed,0,14,uu,80070301,",uu80070301,",",uu,",",origin,phase-data,",12.0,0.0347,0.16,79.0,ml,earthquake,"M 0.9 - 6 km E of Hebgen Lake Estates, Montana",44.7615,-111.108666666667,9.62,uu80070301
1.4,"24 km NW of Valdez, Alaska",1716653965896,1716654164072,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246pq3qdf,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246pq3qdf.geojson,,,,,automatic,0,30,ak,0246pq3qdf,",ak0246pq3qdf,",",ak,",",origin,phase-data,",,,0.76,,ml,earthquake,"M 1.4 - 24 km NW of Valdez, Alaska",61.3037,-146.6336,20.1,ak0246pq3qdf
0.91,"29 km N of Atka, Alaska",1716653619240,1716854096580,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139696,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139696.geojson,,,,,reviewed,0,13,av,93139696,",av93139696,",",av,",",origin,phase-data,",5.0,0.06149,0.28,316.0,ml,earthquake,"M 0.9 - 29 km N of Atka, Alaska",52.4538333333333,-174.119833333333,5.09,av93139696
1.26,"3 km ESE of Hayward, CA",1716653487120,1717534782168,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75012116,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75012116.geojson,,,,,reviewed,0,24,nc,75012116,",nc75012116,",",nc,",",nearby-cities,origin,phase-data,",25.0,0.02193,0.05,67.0,md,earthquake,"M 1.3 - 3 km ESE of Hayward, CA",37.6393333333333,-122.045,2.09,nc75012116
2.58,"4 km SSE of Salinas, Puerto Rico",1716652877640,1716654223370,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71450288,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71450288.geojson,,,,,reviewed,0,102,pr,71450288,",pr71450288,",",pr,",",origin,phase-data,",14.0,0.09534,0.39,178.0,md,earthquake,"M 2.6 - 4 km SSE of Salinas, Puerto Rico",17.94,-66.272,8.24,pr71450288
1.19,"149 km W of Adak, Alaska",1716652634680,1716845882070,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139681,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139681.geojson,,,,,reviewed,0,22,av,93139681,",av93139681,",",av,",",origin,phase-data,",6.0,0.09449,0.2,188.0,ml,earthquake,"M 1.2 - 149 km W of Adak, Alaska",51.6663333333333,-178.769,16.42,av93139681
4.8,"8 km ESE of Ishige, Japan",1716652535745,1716723919546,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0yw,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0yw.geojson,16.0,3.4,,,reviewed,0,360,us,6000n0yw,",us6000n0yw,",",us,",",dyfi,origin,phase-data,",176.0,1.559,0.63,42.0,mww,earthquake,"M 4.8 - 8 km ESE of Ishige, Japan",36.0922,140.0514,69.347,us6000n0yw
1.41,"12 km NNW of Wai‘ōhinu, Hawaii",1716651942540,1716919486410,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74247811,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74247811.geojson,,,,,reviewed,0,31,hv,74247811,",hv74247811,",",hv,",",origin,phase-data,",33.0,0.06911,0.24,96.0,md,earthquake,"M 1.4 - 12 km NNW of Wai‘ōhinu, Hawaii",19.1618333333333,-155.676,7.28,hv74247811
-0.29,"86 km NW of Karluk, Alaska",1716651826370,1716846426400,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139676,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139676.geojson,,,,,reviewed,0,0,av,93139676,",av93139676,",",av,",",origin,phase-data,",6.0,0.05245,0.06,192.0,ml,earthquake,"M -0.3 - 86 km NW of Karluk, Alaska",58.1698333333333,-155.3915,2.44,av93139676
1.8,"31 km NW of Toyah, Texas",1716651727499,1716929824520,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kgcz,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kgcz.geojson,,,,,reviewed,0,50,tx,2024kgcz,",tx2024kgcz,",",tx,",",origin,phase-data,",24.0,0.0,0.2,60.0,ml,earthquake,"M 1.8 - 31 km NW of Toyah, Texas",31.515,-104.029,1.665,tx2024kgcz
2.06999993,"10 km NE of Pāhala, Hawaii",1716651554930,1716651671230,,https://earthquake.usgs.gov/earthquakes/eventpage/hv74247806,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/hv74247806.geojson,,,,,automatic,0,66,hv,74247806,",hv74247806,",",hv,",",origin,phase-data,",43.0,0.07343,0.150000006,126.0,md,earthquake,"M 2.1 - 10 km NE of Pāhala, Hawaii",19.2613334655762,-155.402496337891,29.9200000762939,hv74247806
0.61,"6 km NE of Beaumont, CA",1716651202000,1716923420402,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40599991,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40599991.geojson,,,,,reviewed,0,6,ci,40599991,",ci40599991,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",13.0,0.1181,0.09,128.0,ml,earthquake,"M 0.6 - 6 km NE of Beaumont, CA",33.9751667,-116.9351667,21.04,ci40599991
1.5,"65 km NNE of Van Horn, Texas",1716651131770,1716652254382,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kgcr,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kgcr.geojson,,,,,automatic,0,35,tx,2024kgcr,",tx2024kgcr,",",tx,",",origin,phase-data,",16.0,0.1,0.4,160.0,ml,earthquake,"M 1.5 - 65 km NNE of Van Horn, Texas",31.574,-104.546,2.5399,tx2024kgcr
1.6,"14 km WSW of Susitna, Alaska",1716650884558,1716651016489,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ppk6kn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ppk6kn.geojson,,,,,automatic,0,39,ak,0246ppk6kn,",ak0246ppk6kn,",",ak,",",origin,phase-data,",,,0.56,,ml,earthquake,"M 1.6 - 14 km WSW of Susitna, Alaska",61.4908,-150.7595,55.0,ak0246ppk6kn
2.0,"54 km NW of Toyah, Texas",1716650837067,1716928958463,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kgcn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kgcn.geojson,,,,,reviewed,0,62,tx,2024kgcn,",tx2024kgcn,",",tx,",",origin,phase-data,",28.0,0.1,0.1,61.0,ml,earthquake,"M 2.0 - 54 km NW of Toyah, Texas",31.671,-104.193,5.3821,tx2024kgcn
4.3,"80 km WNW of San Antonio de los Cobres, Argentina",1716650809029,1716665914040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0yq,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0yq.geojson,,,,,reviewed,0,284,us,6000n0yq,",us6000n0yq,",",us,",",origin,phase-data,",35.0,1.479,0.75,101.0,mb,earthquake,"M 4.3 - 80 km WNW of San Antonio de los Cobres, Argentina",-24.0492,-67.0921,189.48,us6000n0yq
-0.85,"62 km ENE of Pedro Bay, Alaska",1716650195040,1716936222770,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139661,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139661.geojson,,,,,reviewed,0,0,av,93139661,",av93139661,",",av,",",origin,phase-data,",5.0,0.03034,0.2,99.0,ml,earthquake,"M -0.9 - 62 km ENE of Pedro Bay, Alaska",60.0098333333333,-153.0775,0.37,av93139661
4.7,"206 km SSE of Katsuura, Japan",1716649620174,1716714857686,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0yn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0yn.geojson,6.0,2.9,,,reviewed,0,342,us,6000n0yn,",us6000n0yn,",",us,",",dyfi,origin,phase-data,",159.0,1.149,0.75,97.0,mb,earthquake,"M 4.7 - 206 km SSE of Katsuura, Japan",33.4179,141.1368,44.241,us6000n0yn
1.5,"7 km W of Houston, Alaska",1716649334779,1716649637875,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ppemqt,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ppemqt.geojson,,,,,automatic,0,35,ak,0246ppemqt,",ak0246ppemqt,",",ak,",",origin,phase-data,",,,0.83,,ml,earthquake,"M 1.5 - 7 km W of Houston, Alaska",61.624,-149.9607,31.9,ak0246ppemqt
0.86,"5 km ESE of King Cove, Alaska",1716649272670,1716845682000,,https://earthquake.usgs.gov/earthquakes/eventpage/av93009044,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93009044.geojson,,,,,reviewed,0,11,av,93009044,",av93009044,",",av,",",origin,phase-data,",5.0,0.06412,0.05,150.0,ml,earthquake,"M 0.9 - 5 km ESE of King Cove, Alaska",55.0483333333333,-162.235833333333,0.21,av93009044
1.5,"15 km WNW of Clam Gulch, Alaska",1716649204336,1716649288188,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246ppe6i9,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246ppe6i9.geojson,,,,,automatic,0,35,ak,0246ppe6i9,",ak0246ppe6i9,",",ak,",",origin,phase-data,",,,0.3,,ml,earthquake,"M 1.5 - 15 km WNW of Clam Gulch, Alaska",60.2743,-151.6542,49.6,ak0246ppe6i9
0.97,"1 km S of Tarzana, CA",1716649184880,1716923235954,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40599967,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40599967.geojson,,,,,reviewed,0,14,ci,40599967,",ci40599967,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",19.0,0.01635,0.13,82.0,ml,earthquake,"M 1.0 - 1 km S of Tarzana, CA",34.1623333,-118.5531667,9.41,ci40599967
0.42,"40 km NE of Adak, Alaska",1716647965490,1716750891780,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139606,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139606.geojson,,,,,reviewed,0,3,av,93139606,",av93139606,",",av,",",origin,phase-data,",6.0,0.02493,0.29,134.0,ml,earthquake,"M 0.4 - 40 km NE of Adak, Alaska",52.0806666666667,-176.140333333333,-1.78,av93139606
4.2,"11 km SSW of Methóni, Greece",1716647462700,1716648538040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0yk,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0yk.geojson,,,,,reviewed,0,271,us,6000n0yk,",us6000n0yk,",",us,",",origin,phase-data,",25.0,0.506,0.89,150.0,mb,earthquake,"M 4.2 - 11 km SSW of Methóni, Greece",36.7193,21.658,48.185,us6000n0yk
2.9,"42 km E of Anderson, Alaska",1716647077514,1716652503813,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246poxynb,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246poxynb.geojson,1.0,2.0,,,automatic,0,130,ak,0246poxynb,",ak0246poxynb,us6000n0yj,",",ak,us,",",dyfi,origin,phase-data,",,,0.27,,ml,earthquake,"M 2.9 - 42 km E of Anderson, Alaska",64.333,-148.2994,22.1,ak0246poxynb
1.4,"70 km SE of Kokhanok, Alaska",1716646578257,1716646688092,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246pow7fl,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246pow7fl.geojson,,,,,automatic,0,30,ak,0246pow7fl,",ak0246pow7fl,",",ak,",",origin,phase-data,",,,0.12,,ml,earthquake,"M 1.4 - 70 km SE of Kokhanok, Alaska",58.9427,-153.9982,13.3,ak0246pow7fl
1.4,"24 km SSE of Susitna North, Alaska",1716645782025,1716645857846,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246potdve,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246potdve.geojson,,,,,automatic,0,30,ak,0246potdve,",ak0246potdve,",",ak,",",origin,phase-data,",,,0.41,,ml,earthquake,"M 1.4 - 24 km SSE of Susitna North, Alaska",61.9744,-149.6049,41.3,ak0246potdve
1.6,"47 km SW of Cantwell, Alaska",1716644734192,1716644911077,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246poh0tn,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246poh0tn.geojson,,,,,automatic,0,39,ak,0246poh0tn,",ak0246poh0tn,",",ak,",",origin,phase-data,",,,0.97,,ml,earthquake,"M 1.6 - 47 km SW of Cantwell, Alaska",63.1446,-149.7153,81.1,ak0246poh0tn
1.26,"19 km WSW of Toms Place, CA",1716644644000,1716966090423,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75012091,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75012091.geojson,,,,,reviewed,0,24,nc,75012091,",nc75012091,",",nc,",",nearby-cities,origin,phase-data,",21.0,0.1369,0.04,175.0,md,earthquake,"M 1.3 - 19 km WSW of Toms Place, CA",37.4495,-118.835833333333,-0.21,nc75012091
1.6,"2 km S of Sultan, Washington",1716643003600,1716663849790,,https://earthquake.usgs.gov/earthquakes/eventpage/uw62008911,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uw62008911.geojson,,,,,reviewed,0,39,uw,62008911,",uw62008911,",",uw,",",origin,phase-data,",12.0,0.04929,0.06,78.0,ml,earthquake,"M 1.6 - 2 km S of Sultan, Washington",47.84,-121.81933333333333,16.64,uw62008911
1.29,"28 km SSW of Ocotillo Wells, CA",1716642894180,1716922308293,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40599895,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40599895.geojson,,,,,reviewed,0,26,ci,40599895,",ci40599895,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",43.0,0.1531,0.21,70.0,ml,earthquake,"M 1.3 - 28 km SSW of Ocotillo Wells, CA",32.9108333,-116.2435,7.04,ci40599895
3.41,"74 km N of Suárez, Puerto Rico",1716642878450,1716645418720,,https://earthquake.usgs.gov/earthquakes/eventpage/pr71450268,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/pr71450268.geojson,,,,,reviewed,0,179,pr,71450268,",pr71450268,",",pr,",",origin,phase-data,",15.0,0.8312,0.32,237.0,md,earthquake,"M 3.4 - 74 km N of Suárez, Puerto Rico",19.0973333333333,-65.7923333333333,39.56,pr71450268
0.5,"87 km NW of Karluk, Alaska",1716642813000,1716843104660,,https://earthquake.usgs.gov/earthquakes/eventpage/av93139526,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/av93139526.geojson,,,,,reviewed,0,4,av,93139526,",av93139526,",",av,",",origin,phase-data,",10.0,0.05586,0.15,202.0,ml,earthquake,"M 0.5 - 87 km NW of Karluk, Alaska",58.1696666666667,-155.400833333333,3.81,av93139526
1.35,"9 km W of Palomar Observatory, CA",1716642653360,1716650201430,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40599887,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40599887.geojson,,,,,reviewed,0,28,ci,40599887,",ci40599887,",",ci,",",focal-mechanism,nearby-cities,origin,phase-data,scitech-link,",61.0,0.06691,0.2,35.0,ml,earthquake,"M 1.4 - 9 km W of Palomar Observatory, CA",33.3681667,-116.9558333,7.87,ci40599887
1.4,"48 km SSW of Rachel, Nevada",1716642113741,1717106551794,,https://earthquake.usgs.gov/earthquakes/eventpage/nn00878138,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nn00878138.geojson,,,,,reviewed,0,30,nn,00878138,",nn00878138,",",nn,",",origin,phase-data,",24.0,0.079,0.157,195.89000000000004,ml,earthquake,"M 1.4 - 48 km SSW of Rachel, Nevada",37.2795,-116.037,5.1,nn00878138
1.74,"3 km S of Prattville, CA",1716642059140,1716965697890,,https://earthquake.usgs.gov/earthquakes/eventpage/nc75012081,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/nc75012081.geojson,,,,,reviewed,0,47,nc,75012081,",nc75012081,",",nc,",",nearby-cities,origin,phase-data,",15.0,0.06194,0.11,204.0,md,earthquake,"M 1.7 - 3 km S of Prattville, CA",40.1858333333333,-121.151,0.38,nc75012081
1.3,"2 km WSW of Knik, Alaska",1716640912126,1716641024548,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246pnurqk,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246pnurqk.geojson,,,,,automatic,0,26,ak,0246pnurqk,",ak0246pnurqk,",",ak,",",origin,phase-data,",,,0.67,,ml,earthquake,"M 1.3 - 2 km WSW of Knik, Alaska",61.4483,-149.7793,32.4,ak0246pnurqk
4.7,"12 km ENE of Osmeña, Philippines",1716640603009,1716769306348,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0yb,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0yb.geojson,1.0,3.1,,,reviewed,0,340,us,6000n0yb,",us6000n0yb,",",us,",",dyfi,origin,phase-data,",44.0,6.059,0.58,120.0,mb,earthquake,"M 4.7 - 12 km ENE of Osmeña, Philippines",12.7846,123.4342,22.161,us6000n0yb
2.1,"22 km NNW of Three Rivers, Texas",1716640147493,1716741182980,,https://earthquake.usgs.gov/earthquakes/eventpage/tx2024kfwr,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/tx2024kfwr.geojson,,,,,reviewed,0,68,tx,2024kfwr,",tx2024kfwr,",",tx,",",origin,phase-data,",16.0,0.0,0.2,69.0,ml,earthquake,"M 2.1 - 22 km NNW of Three Rivers, Texas",28.631,-98.3,0.5615,tx2024kfwr
0.91,"21 km E of Little Lake, CA",1716640077080,1716922506899,,https://earthquake.usgs.gov/earthquakes/eventpage/ci40599855,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ci40599855.geojson,,,,,reviewed,0,13,ci,40599855,",ci40599855,",",ci,",",nearby-cities,origin,phase-data,scitech-link,",15.0,0.0257,0.1,100.0,ml,earthquake,"M 0.9 - 21 km E of Little Lake, CA",35.9288333,-117.6716667,4.08,ci40599855
1.5,"13 km N of Stevens Village, Alaska",1716639733685,1716639870195,,https://earthquake.usgs.gov/earthquakes/eventpage/ak0246pnqm60,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/ak0246pnqm60.geojson,,,,,automatic,0,35,ak,0246pnqm60,",ak0246pnqm60,",",ak,",",origin,phase-data,",,,0.66,,ml,earthquake,"M 1.5 - 13 km N of Stevens Village, Alaska",66.1242,-149.1471,10.9,ak0246pnqm60
4.7,"49 km SW of Lebu, Chile",1716638567495,1716640552040,,https://earthquake.usgs.gov/earthquakes/eventpage/us6000n0y7,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/us6000n0y7.geojson,,,,,reviewed,0,340,us,6000n0y7,",us6000n0y7,",",us,",",moment-tensor,origin,phase-data,",37.0,1.37,0.72,144.0,mwr,earthquake,"M 4.7 - 49 km SW of Lebu, Chile",-37.9567,-74.0036,11.876,us6000n0y7
1.02,"17 km SW of Thatcher, Utah",1716638408260,1716913818360,,https://earthquake.usgs.gov/earthquakes/eventpage/uu80070296,https://earthquake.usgs.gov/earthquakes/feed/v1.0/detail/uu80070296.geojson,,,,,reviewed,0,16,uu,80070296,",uu80070296,",",uu,",",origin,phase-data,",12.0,0.006963,0.17,96.0,md,earthquake,"M 1.0 - 17 km SW of Thatcher, Utah",41.5778333333333,-112.4325,6.98,uu80070296
